Timestamp,participant,sessionId,isDda,isP2Human,timeInSession,turn,player,move,thinkTime,isTerminal,v,simulations,pi,scoreP1,scoreP2,boardState
6/18/2026 9:56:05,Rizka,Rizka_S1_34B5,FALSE,FALSE,867.39,48,-1,6,12.01,FALSE,0.997,400,0.0001777944;0.001518867;0.0004345898;0.2003128;0.3635656;2.526916E-05;0.4339653,24,71,0;0;0;0;0;0;0;24;0;0;0;1;1;0;1;71
6/18/2026 9:56:06,Rizka,Rizka_S1_34B5,FALSE,FALSE,877.34,49,-1,3,9.95,FALSE,0.996,400,4.736499E-05;0.0006706233;0.0004158473;0.5316215;0.4666594;0.0001150481;0.000470374,24,72,0;0;0;0;0;0;0;24;0;0;0;1;1;0;0;72
6/18/2026 9:56:06,Rizka,Rizka_S1_34B5,FALSE,FALSE,881.76,51,-1,6,4.43,FALSE,0.997,400,5.66903E-05;8.097504E-05;0.000514209;0.00020035;0.0001798879;0.344975;0.6539929,24,72,0;0;0;0;0;0;0;24;0;0;0;0;0;1;1;72
6/18/2026 9:56:07,Rizka,Rizka_S1_34B5,FALSE,FALSE,883.11,52,-1,5,1.35,FALSE,0.996,400,0.0004244485;0.0002947042;0.002410733;0.0005603168;0.0005032805;0.9957305;7.610392E-05,24,73,0;0;0;0;0;0;0;24;0;0;0;0;0;1;0;73
6/18/2026 9:56:07,Rizka,Rizka_S1_34B5,FALSE,FALSE,885.36,54,-1,6,2.25,FALSE,0.998,400,0.0003391086;0.0004097536;0.002548824;0.0004050674;0.002736485;5.599258E-06;0.9935549,24,73,0;0;0;0;0;0;0;24;0;0;0;0;0;0;1;73
6/18/2026 9:56:07,Rizka,Rizka_S1_34B5,FALSE,FALSE,886.49,54,0,-1,1.13,TRUE,-1,0,,24,74,0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;74
6/18/2026 10:02:25,Rizka,Rizka_S2_12F5,TRUE,FALSE,18.82,1,1,0,18.82,FALSE,0.886,0,0.9769394;0.002924805;0.001964673;0.002920462;0.004573271;0.002794876;0.007882651,0,0,7;7;7;7;7;7;7;0;7;7;7;7;7;7;7;0
6/18/2026 10:02:26,Rizka,Rizka_S2_12F5,TRUE,FALSE,29.4,2,1,6,10.58,FALSE,0.881,0,0.0001356328;0.9414629;0.02523589;0.004112231;0.002751176;0.02066391;0.005638273,1,0,0;8;8;8;8;8;8;1;7;7;7;7;7;7;7;0
6/18/2026 10:02:26,Rizka,Rizka_S2_12F5,TRUE,FALSE,45.98,3,1,5,16.57,FALSE,0.833,0,0.1432001;0.5418285;0.06983885;0.05786626;0.08751728;0.07951477;0.02023425,3,0,1;9;9;9;9;9;1;3;8;8;8;8;8;8;0;0
6/18/2026 10:02:27,Rizka,Rizka_S2_12F5,TRUE,FALSE,51.05,4,-1,3,5.07,FALSE,0.691,39,0.8875054;0.01714041;0.01281602;0.02459118;0.03085991;0.02407394;0.003013037,4,0,1;9;9;9;9;0;2;4;9;9;9;9;9;9;1;0
6/18/2026 10:02:28,Rizka,Rizka_S2_12F5,TRUE,FALSE,59.55,5,-1,5,8.5,FALSE,0.874,21,0.4746709;0.1696141;0.07562767;0.02813263;0.1313129;0.09493765;0.02570414,4,2,2;10;10;10;0;1;3;4;10;10;10;1;11;11;3;2
6/18/2026 10:02:29,Rizka,Rizka_S2_12F5,TRUE,FALSE,88.59,6,-1,1,29.03,FALSE,0.908,19,0.1068286;0.3013545;0.005447992;0.1894161;0.0009323571;0.148602;0.2474185,4,8,7;15;15;15;3;6;0;4;1;4;0;6;0;5;9;8
6/18/2026 10:02:29,Rizka,Rizka_S2_12F5,TRUE,FALSE,104.53,7,-1,4,15.94,FALSE,0.829,25,0.1220222;0.1127536;0.001349117;0.1443525;0.2959526;0.005298691;0.3182712,4,11,9;17;17;1;0;8;2;4;3;2;0;9;3;0;12;11
6/18/2026 10:02:30,Rizka,Rizka_S2_12F5,TRUE,FALSE,107.37,8,-1,0,2.85,FALSE,0.886,20,0.2057188;0.1669537;0.0004141245;0.1782096;0.001202727;0.2148013;0.2326996,4,12,9;17;17;1;0;8;2;4;3;2;0;9;0;1;13;12
6/18/2026 10:02:30,Rizka,Rizka_S2_12F5,TRUE,FALSE,117.09,9,-1,6,9.71,FALSE,0.933,17,0.04130896;0.3136284;0.1341045;0.04073942;0.07014005;0.1508279;0.2492509,4,14,10;18;18;2;1;0;3;4;1;4;2;1;2;3;15;14
6/18/2026 10:02:31,Rizka,Rizka_S2_12F5,TRUE,FALSE,130.03,10,1,1,12.95,FALSE,-0.743,0,0.0006438321;0.2209817;0.09737528;0.4111419;0.07499846;0.1011783;0.09368049,4,27,0;19;19;3;2;1;4;4;2;5;3;2;3;4;0;27
6/18/2026 10:02:31,Rizka,Rizka_S2_12F5,TRUE,FALSE,157.18,11,-1,0,27.15,FALSE,0.947,17,0.1939583;0.2105522;0.2636349;0.0007059911;0.1582151;0.09451178;0.07842152,9,27,5;5;3;1;7;3;9;9;3;1;8;0;3;9;5;27
6/18/2026 10:02:32,Rizka,Rizka_S2_12F5,TRUE,FALSE,169.8,12,1,6,12.62,FALSE,-0.899,0,0.2368725;0.1921222;0.03259785;0.0005275905;0.222909;0.08322705;0.2317437,9,29,5;5;3;0;7;3;9;9;0;2;9;0;3;9;5;29
6/18/2026 10:02:32,Rizka,Rizka_S2_12F5,TRUE,FALSE,177.83,13,-1,1,8.03,FALSE,0.863,22,0.000199722;0.2669897;0.146555;0.2065247;0.05846515;0.1675032;0.1537627,12,29,0;6;4;1;8;4;0;12;0;3;10;1;4;10;6;29
6/18/2026 10:02:33,Rizka,Rizka_S2_12F5,TRUE,FALSE,200.03,14,1,0,22.2,FALSE,-0.88,0,0.1086201;0.0003841347;0.05261737;0.1969045;0.1850774;0.01957588;0.4368207,12,36,1;0;5;2;9;0;1;12;1;0;11;2;0;11;7;36
6/18/2026 10:02:33,Rizka,Rizka_S2_12F5,TRUE,FALSE,202.75,15,-1,2,2.72,FALSE,0.981,15,0.06486275;0.001563053;0.2927213;0.2992831;0.001488252;0.0007822519;0.3392994,24,36,0;0;5;2;9;0;1;24;1;0;11;2;0;0;7;36
6/18/2026 10:02:33,Rizka,Rizka_S2_12F5,TRUE,FALSE,214.74,16,1,4,11.99,FALSE,-0.767,0,0.09893825;0.17916;0.1785552;0.09002362;0.1896476;0.1255362;0.1381392,24,37,1;1;6;3;10;1;1;24;1;0;0;3;1;1;8;37
6/18/2026 10:02:34,Rizka,Rizka_S2_12F5,TRUE,FALSE,238.88,17,-1,1,24.14,FALSE,0.762,31,0.0368953;0.16326;0.1337045;0.001216915;0.1396984;0.2710436;0.2541812,28,37,4;1;0;6;1;5;1;28;2;4;1;0;5;1;2;37
6/18/2026 10:02:34,Rizka,Rizka_S2_12F5,TRUE,FALSE,243.56,18,-1,6,4.69,FALSE,0.84,24,0.1820674;0.0009783746;0.1037033;0.1136508;0.242476;0.0009593048;0.3561649,28,38,4;1;0;6;1;5;1;28;2;0;2;1;6;0;3;38
6/18/2026 10:02:35,Rizka,Rizka_S2_12F5,TRUE,FALSE,257.87,19,1,0,14.31,FALSE,-0.643,0,0.1859202;0.0003688974;0.08769222;0.0005178164;0.1456868;0.5276548;0.05215931,28,39,5;0;1;0;2;6;2;28;3;1;3;0;7;1;0;39
6/18/2026 10:02:35,Rizka,Rizka_S2_12F5,TRUE,FALSE,268.2,20,-1,6,10.33,FALSE,0.809,26,0.1084013;0.001071957;0.1063668;0.1081152;0.0003197053;0.1974787;0.4782464,32,39,1;2;3;2;4;0;3;32;4;0;4;1;0;2;1;39
6/18/2026 10:02:36,Rizka,Rizka_S2_12F5,TRUE,FALSE,270.42,21,-1,5,2.22,FALSE,0.88,21,0.1572383;0.001389795;0.1950118;0.1181397;0.0003019876;0.5275875;0.000330903,32,40,1;2;3;2;4;0;3;32;4;0;4;1;0;2;0;40
6/18/2026 10:02:36,Rizka,Rizka_S2_12F5,TRUE,FALSE,272.78,22,-1,6,2.37,FALSE,0.911,19,0.1205406;0.000855156;0.224166;0.1658127;0.001248601;0.0005423919;0.4868348,32,41,1;2;3;2;4;0;3;32;4;0;4;1;0;0;1;41
6/18/2026 10:02:37,Rizka,Rizka_S2_12F5,TRUE,FALSE,274.65,23,-1,0,1.87,FALSE,0.956,16,0.2053218;0.001438166;0.4208975;0.3661134;0.001931664;0.003841635;0.0004559499,32,42,1;2;3;2;4;0;3;32;4;0;4;1;0;0;0;42
